slope_music,slope_speech,MSI-general
-0.0961538461538463,0.237179487179487,78
0.200854700854701,0.211538461538461,75
0.0235042735042734,-0.0961538461538461,69
-0.222222222222222,0.235042735042735,63
0.0641025641025641,0.0769230769230769,52
0.00641025641025623,-0.0192307692307694,93
0.254273504273504,0.277777777777778,66
0.10042735042735,0.202991452991453,63
0.108974358974359,0.202991452991453,38
0.0811965811965809,0.0619658119658119,68
-0.0021367521367522,0.179487179487179,81
0.143162393162393,0.0811965811965811,67
-0.00641025641025657,0.170940170940171,45
-0.0961538461538463,0.0512820512820512,85
0.155982905982906,0.0961538461538461,72
0.0277777777777777,0.0940170940170941,52
0.0662393162393163,-0.0619658119658121,59
-0.104700854700855,0.207264957264957,90
-0.286324786324786,0.269230769230769,73
-0.0448717948717949,0.19017094017094,77
-0.0555555555555556,0.151709401709402,102
-0.0170940170940172,0.252136752136752,88
0.141025641025641,0.271367521367521,55
0.153846153846154,0.232905982905983,58
0.117521367521367,0.0427350427350426,78
-0.22008547008547,0.0876068376068374,68
0.0256410256410255,0.115384615384615,63
-0.115384615384615,0.232905982905983,57
0.094017094017094,0.170940170940171,41
0.0320512820512821,0.0747863247863247,82
-0.0576923076923079,0.0940170940170938,69
0.115384615384615,0.239316239316239,57
-0.130341880341881,0.166666666666667,68
0.0277777777777777,0.170940170940171,64
-0.211538461538461,0.254273504273504,54
0.0277777777777776,-0.0448717948717949,40
-0.252136752136752,0.271367521367521,85
0.11965811965812,0.258547008547008,39
0.128205128205128,0.11965811965812,61
0.13034188034188,0.0555555555555554,58
-0.194444444444445,0.158119658119658,78
0.0106837606837606,0.0149572649572649,56
0.00854700854700847,-0.0555555555555556,63
0.0170940170940169,0.049145299145299,101
0.0363247863247862,0.106837606837607,67
0.0470085470085468,0.134615384615385,82
0.224358974358974,0.162393162393162,54
-0.228632478632479,0.316239316239316,53
0.188034188034188,0.158119658119658,94
0.155982905982906,0.0747863247863247,57
0.168803418803419,0.170940170940171,64
-0.0705128205128205,-0.0641025641025642,81
0.0982905982905983,0.170940170940171,77
0.267094017094017,0.235042735042735,81
0.164529914529914,0.22008547008547,79
-0.0470085470085472,0.194444444444444,59
-0.273504273504274,0.286324786324786,86
0.121794871794872,0.262820512820513,102
0.00854700854700855,0.13034188034188,81
-0.271367521367522,0.211538461538461,79
0.0662393162393161,0.254273504273504,76
0.166666666666667,0.115384615384615,43
-0.217948717948718,0.209401709401709,83
0.0854700854700855,0.138888888888889,67
0.22008547008547,0.207264957264957,62
0.0705128205128204,0.207264957264957,96
-0.0940170940170941,0.27991452991453,84
0.079059829059829,0.128205128205128,85
0.10042735042735,0.162393162393162,48
-0.061965811965812,-0.0512820512820515,67
-0.0256410256410258,0.311965811965812,78
-0.243589743589744,0.299145299145299,94
-0.0277777777777779,0.230769230769231,88
-0.0876068376068377,0.0705128205128204,83
0.017094017094017,0.132478632478632,110
0.0213675213675213,0.136752136752137,53
-0.155982905982906,-0.132478632478633,93
0.0363247863247861,0.13034188034188,78
0.0747863247863247,-0.0256410256410258,75
-0.277777777777778,0.200854700854701,101
